,Excel Name,Customer,Item Number,Date,PNs,Descriptions,Quantity,Spare PNs,Spares Description,Workscope,Material,Material - Note,Bought Out,Bought Out - Note,Sub-Con,Sub-Con - Note,Machining,Machining - Note,Fabrication,Fabrication - Note,Test & Assy,Test & Assy - Note,Margin,Total Unit Sell - No Spares,Total Ext Sell - No Spares,Total Unit Sell - Spares,Total Ext Sell - Spares,Total Unit Sell,Total Ext Sell,Unit Cost
394,Repair Spares CM- Rev 00 (DP).xlsx,Chevron now Ithaca,1,,H130151-27,"['RING-SEAL,BNT, 6.937 ID,410SS NACE,MOS2 COATED ']",1.0,[],[],"RING-SEAL,BNT, 6.937 ID,410SS NACE,MOS2 COATED ",,,135.6,,,,,,,,,,0.4999997639991421,271.1998596191406,271.1998596191406,0.0,0.0,271.1998596191406,271.1998596191406,135.59999381296987
395,Repair Spares CM- Rev 00 (DP).xlsx,Chevron now Ithaca,2,,"H130465-2, replacewithA130076-1","['NAMEPLATE,VALVE ASSEMBLY,API 6A SSV OR USV 1.750 X 4.500,304SS ']",1.0,[],[],"NAMEPLATE,VALVE ASSEMBLY,API 6A SSV OR USV 1.750 X 4.500,304SS ",,,11.52,,,,,,,,,,0.6666666285298489,34.55999755859375,34.55999755859375,0.0,0.0,34.55999755859375,34.55999755859375,11.520000504206244
396,Repair Spares CM- Rev 00 (DP).xlsx,Chevron now Ithaca,3,,H130893-5,"['VALVE PART,THRUST PIN,VG-300, 1-1/4 STEM, 4140,5160,6150 STEEL,RC 43-48, .625 X 2-5/8 LG ']",1.0,[],[],"VALVE PART,THRUST PIN,VG-300, 1-1/4 STEM, 4140,5160,6150 STEEL,RC 43-48, .625 X 2-5/8 LG ",,,44,,,,,,,,,,0.6666666285298488,131.9999847412109,131.9999847412109,0.0,0.0,131.9999847412109,131.9999847412109,43.99999994779635
397,Repair Spares CM- Rev 00 (DP).xlsx,Chevron now Ithaca,4,,H130894-5,"['VALVE PART,SHEAR PIN,VG-300, 1-1/4 STEM, .312 OD,LOW ALLOY OR CS, YIELD STR(48,000-70,000),ULT TENSILE (MIN. 65,000) ']",1.0,[],[],"VALVE PART,SHEAR PIN,VG-300, 1-1/4 STEM, .312 OD,LOW ALLOY OR CS, YIELD STR(48,000-70,000),ULT TENSILE (MIN. 65,000) ",,,140,,,,,,,,,,0.499999763999142,279.9998779296875,279.9998779296875,0.0,0.0,279.9998779296875,279.9998779296875,140.00000504505516
398,Repair Spares CM- Rev 00 (DP).xlsx,Chevron now Ithaca,5,,H130895-4,"['VALVE PART,INSTRUCTION PLATE, 1-1/4 STEM, MODEL VG-300,18-8SS ']",1.0,[],[],"VALVE PART,INSTRUCTION PLATE, 1-1/4 STEM, MODEL VG-300,18-8SS ",,,4.9,,,,,,,,,,0.7421050667097623,18.99998474121094,18.99998474121094,0.0,0.0,18.99998474121094,18.99998474121094,4.89999979735013
399,Repair Spares CM- Rev 00 (DP).xlsx,Chevron now Ithaca,6,,H130896-5,"['VALVE PART,STEM,BUSHING,F/1-1/4 STEM,VIRGIN PEEK PER VGS 5.2053.1.1. ']",1.0,[],[],"VALVE PART,STEM,BUSHING,F/1-1/4 STEM,VIRGIN PEEK PER VGS 5.2053.1.1. ",,,26.86,,,,,,,,,,0.6666666285298488,80.57999420166016,80.57999420166016,0.0,0.0,80.57999420166016,80.57999420166016,26.860001140284613
400,Repair Spares CM- Rev 00 (DP).xlsx,Chevron now Ithaca,7,,H133530-12,"['VALVE PART,SEAT SEAL ASSY,SSV-Q, 5-1/8 5000 PSI MSP,VG-300,PER VGS9.12.4 ']",2.0,[],[],"VALVE PART,SEAT SEAL ASSY,SSV-Q, 5-1/8 5000 PSI MSP,VG-300,PER VGS9.12.4 ",,,216.98,,,,,,,,,,0.499999763999142,433.9598083496094,867.9196166992188,0.0,0.0,433.9598083496094,867.9196166992188,216.98000658969178
401,Repair Spares CM- Rev 00 (DP).xlsx,Chevron now Ithaca,8,,H133531-4,"['PACKING,STEM,CT,SSV-Q, 1.875 OD X 1.375 ID X 1.00 LG,PER VGS 9.12.3,PER API 14D AND Q1 ']",1.0,[],[],"PACKING,STEM,CT,SSV-Q, 1.875 OD X 1.375 ID X 1.00 LG,PER VGS 9.12.3,PER API 14D AND Q1 ",,,678.1,,,,,,,,,,0.499999763999142,1356.199340820312,1356.199340820312,0.0,0.0,1356.199340820312,1356.199340820312,678.0999904743641
402,Repair Spares CM- Rev 00 (DP).xlsx,Chevron now Ithaca,9,,H133602-2,"['MISCELLANEOUS, CAVITY RELIEF VALVE, ARR F/ MODEL VG-300FRS 5000 PSI GATE VALVE CERTIFIED TO API 6FC, FF NACE COMPLIANT ']",1.0,[],[],"MISCELLANEOUS, CAVITY RELIEF VALVE, ARR F/ MODEL VG-300FRS 5000 PSI GATE VALVE CERTIFIED TO API 6FC, FF NACE COMPLIANT ",,,537.6,,,,,,,,,,0.499999763999142,1075.199462890625,1075.199462890625,0.0,0.0,1075.199462890625,1075.199462890625,537.5999851933083
403,Repair Spares CM- Rev 00 (DP).xlsx,Chevron now Ithaca,10,,195040-340,"['SCREW,SET,SOCKET, .625-11 X .875 LG,UNRC-3A, FLAT PT,630 SS NACE ']",1.0,[],[],"SCREW,SET,SOCKET, .625-11 X .875 LG,UNRC-3A, FLAT PT,630 SS NACE ",,,162,,,,,,,,,,0.499999763999142,323.9998474121094,323.9998474121094,0.0,0.0,323.9998474121094,323.9998474121094,162.00000017029666
404,Repair Spares CM- Rev 00 (DP).xlsx,Chevron now Ithaca,11,,H134361-3,"['VALVE PART,EUTECTIC, 3.031 OD X 2.016 ID X .188 LG,PER VGS5.646.1.3 ']",1.0,[],[],"VALVE PART,EUTECTIC, 3.031 OD X 2.016 ID X .188 LG,PER VGS5.646.1.3 ",,,165,,,,,,,,,,0.499999763999142,329.9998474121094,329.9998474121094,0.0,0.0,329.9998474121094,329.9998474121094,165.0000015863018
405,Repair Spares CM- Rev 00 (DP).xlsx,Chevron now Ithaca,12,,H134364-1,"['VALVE PART, EUTECTIC GLAND,VG-300FR, 5-1/8 5000 PSI MSP,ARR FOR MECH BACKSEAT,LOW ALLOY/ CARBON STEEL ']",1.0,[],[],"VALVE PART, EUTECTIC GLAND,VG-300FR, 5-1/8 5000 PSI MSP,ARR FOR MECH BACKSEAT,LOW ALLOY/ CARBON STEEL ",,,495,,,,,,,,,,0.4999997639991421,989.99951171875,989.99951171875,0.0,0.0,989.99951171875,989.99951171875,494.99998950010917
406,Repair Spares CM- Rev 00 (DP).xlsx,Chevron now Ithaca,13,,H300411-7,"['STUD W/ONE NUT, TAP END,PER VGS2.4.13, 1.375-8UNR-2A X 1.375-8UNR-2A, 8.000 LG, STUD MATERIAL PER ASTM A193 GRB7M, NUT MATERIAL PER ASTM A194 GR2HM, COATING PER VGS6.2.12.3, ASTM \nB633 ']",8.0,[],[],"STUD W/ONE NUT, TAP END,PER VGS2.4.13, 1.375-8UNR-2A X 1.375-8UNR-2A, 8.000 LG, STUD MATERIAL PER ASTM A193 GRB7M, NUT MATERIAL PER ASTM A194 GR2HM, COATING PER VGS6.2.12.3, ASTM 
B633 ",,,43.82400000000001,,,,,,,,,,0.6666615576384696,131.4699859619141,1051.759887695312,0.0,0.0,131.4699859619141,1051.759887695312,43.824000337836715
407,Repair Spares CM- Rev 00 (DP).xlsx,Chevron now Ithaca,14,,H300432-1,"['PIN,KLICK, .250 OD 1.750 LG, WITH 1.375 REF RING ID ']",1.0,[],[],"PIN,KLICK, .250 OD 1.750 LG, WITH 1.375 REF RING ID ",,,1.28,,,,,,,,,,0.749998186726941,5.119962692260742,5.119962692260742,0.0,0.0,5.119962692260742,5.119962692260742,1.2799999569555987
408,Repair Spares CM- Rev 00 (DP).xlsx,Chevron now Ithaca,15,,H301101-1,"['SPRING,COMP COIL, .250 OD X .048 WIRE, 1.250 LGTH,ELGILOY NACE,RC-60 MAX,ENDS CLOSED & GROUND 20 LBS LOAD @ 1.00 WORK HEIGTH ']",8.0,[],[],"SPRING,COMP COIL, .250 OD X .048 WIRE, 1.250 LGTH,ELGILOY NACE,RC-60 MAX,ENDS CLOSED & GROUND 20 LBS LOAD @ 1.00 WORK HEIGTH ",,,15.48,,,,,,,,,,0.6666666285298488,46.43999481201172,371.5199584960938,0.0,0.0,46.43999481201172,371.5199584960938,15.480000041744196
409,Repair Spares CM- Rev 00 (DP).xlsx,Chevron now Ithaca,16,,157959,"['INJECTION FITTING, GREASE, 1/2 LP, 5/10M, 660SS,W/ BALL CHECK VALVE, SPECIAL F/ NORWAY ']",1.0,[],[],"INJECTION FITTING, GREASE, 1/2 LP, 5/10M, 660SS,W/ BALL CHECK VALVE, SPECIAL F/ NORWAY ",,,288,,,,,,,,,,0.499999763999142,575.999755859375,575.999755859375,0.0,0.0,575.999755859375,575.999755859375,288.00001386612405
410,Repair Spares CM- Rev 00 (DP).xlsx,Chevron now Ithaca,17,,195000-220,"['O-RING, AS568A-220, 1.359 (NOM 1-3/8) ID, 0.139 (NOM 1/8) CS, MATERIAL PER VGS5.1010.1.1, NITRILE (NBR), 70 DURO A, API 6A, ISO 10423, API17D, PSL1-3 ']",1.0,[],[],"O-RING, AS568A-220, 1.359 (NOM 1-3/8) ID, 0.139 (NOM 1/8) CS, MATERIAL PER VGS5.1010.1.1, NITRILE (NBR), 70 DURO A, API 6A, ISO 10423, API17D, PSL1-3 ",,,0.14,,,,,,,,,,0.7501429150367743,0.5603203177452087,0.5603203177452087,0.0,0.0,0.5603203177452087,0.5603203177452087,0.14000000123748624
411,Repair Spares CM- Rev 00 (DP).xlsx,Chevron now Ithaca,18,,195000-343,"['O-RING, AS568A-343, 3.725 (NOM 3-3/4) ID, 0.210 (NOM 3/16) CS, MATERIAL PER VGS5.1010.1.1, NITRILE (NBR), 70 DURO A, API 6A, ISO 10423, API17D, PSL1-3 ']",1.0,[],[],"O-RING, AS568A-343, 3.725 (NOM 3-3/4) ID, 0.210 (NOM 3/16) CS, MATERIAL PER VGS5.1010.1.1, NITRILE (NBR), 70 DURO A, API 6A, ISO 10423, API17D, PSL1-3 ",,,0.56,,,,,,,,,,0.7499981867269411,2.239983797073364,2.239983797073364,0.0,0.0,2.239983797073364,2.239983797073364,0.5600000109706126
412,Repair Spares CM- Rev 00 (DP).xlsx,Chevron now Ithaca,19,,195143-45,"['GREASE FITTING, THREADED, 1/4-28 UNF-2A, STRAIGHT THREAD, OVERALL LENGTH VARIABLE PER VENDOR SUPPLY, 7/16 THRU 19/32 PERMISSIBLE. THREADED SHANK LENGTH .18 MAX. SUPPLIED WITHOUT BALL CHECK. ']",1.0,[],[],"GREASE FITTING, THREADED, 1/4-28 UNF-2A, STRAIGHT THREAD, OVERALL LENGTH VARIABLE PER VENDOR SUPPLY, 7/16 THRU 19/32 PERMISSIBLE. THREADED SHANK LENGTH .18 MAX. SUPPLIED WITHOUT BALL CHECK. ",,,7,,,,,,,,,,-0.3999840407902959,5.000057220458984,5.000057220458984,0.0,0.0,5.000057220458984,5.000057220458984,7.000000311680864
413,Repair Spares CM- Rev 00 (DP).xlsx,Chevron now Ithaca,20,,200095-13,"['SEAL,WIPER, 2.000 ROD DIA ']",1.0,[],[],"SEAL,WIPER, 2.000 ROD DIA ",,,2.41,,,,,,,,,,0.7499981867269411,9.63992977142334,9.63992977142334,0.0,0.0,9.63992977142334,9.63992977142334,2.4099999226807793
414,Repair Spares CM- Rev 00 (DP).xlsx,Chevron now Ithaca,21,,200095-8,"['SEAL,WIPER, 1.250 ROD DIA ']",1.0,[],[],"SEAL,WIPER, 1.250 ROD DIA ",,,2.76,,,,,,,,,,0.7499981867269411,11.03991985321045,11.03991985321045,0.0,0.0,11.03991985321045,11.03991985321045,2.759999981691855
415,Repair Spares CM- Rev 00 (DP).xlsx,Chevron now Ithaca,22,,199868-44,"['SCREW,SET,SOCKET, #10-24UNRC-3A X 3/8 LG CONE POINT,LOCWEL,ASTM F912 ']",2.0,[],[],"SCREW,SET,SOCKET, #10-24UNRC-3A X 3/8 LG CONE POINT,LOCWEL,ASTM F912 ",,,32.27,,,,,,,,,,0.6666666285298488,96.80998992919922,193.6199798583984,0.0,0.0,96.80998992919922,193.6199798583984,32.27000033509136
416,Repair Spares CM- Rev 00 (DP).xlsx,Chevron now Ithaca,23,,D130168-1,"['NAMEPLATE, SWE, 4.00 X 2.00 X 26 SWG, 18-8SS, FOR CUSTOMER REQUIREMENTS ']",2.0,[],[],"NAMEPLATE, SWE, 4.00 X 2.00 X 26 SWG, 18-8SS, FOR CUSTOMER REQUIREMENTS ",,,16.56,,,,,,,,,,0.6666666285298489,49.67999267578125,99.3599853515625,0.0,0.0,49.67999267578125,99.3599853515625,16.559999453230574
417,Repair Spares CM- Rev 00 (DP).xlsx,Chevron now Ithaca,24,,A130076-1,"['NAMEPLATE, DOUBLE-SIDED, SWE/FCE, 4.50 X 2.75 X 26 SWG, 18-8SS OR 316SS, FOR API REQUIREMENTS ']",1.0,[],[],"NAMEPLATE, DOUBLE-SIDED, SWE/FCE, 4.50 X 2.75 X 26 SWG, 18-8SS OR 316SS, FOR API REQUIREMENTS ",,,10.31,,,,,,,,,,0.6666666285298488,30.92999649047852,30.92999649047852,0.0,0.0,30.92999649047852,30.92999649047852,10.310000009731148
418,Repair Spares CM- Rev 00 (DP).xlsx,Chevron now Ithaca,25,,70871,"['STUD/TWO NUTS, ALL THREAD, 1.375-8UNR-2A, 10.75 LG, STUD MATERIAL:A193-B7, NUT MATERIAL:A194-GR2 (SPH FACE), COATING:PER VGS6.2.4 ']",8.0,[],[],"STUD/TWO NUTS, ALL THREAD, 1.375-8UNR-2A, 10.75 LG, STUD MATERIAL:A193-B7, NUT MATERIAL:A194-GR2 (SPH FACE), COATING:PER VGS6.2.4 ",,,150,,,,,,,,,,-1.45901233439057,61.00009918212891,488.0007934570312,0.0,0.0,61.00009918212891,488.0007934570312,149.99999628790312
419,Repair Spares CM- Rev 00 (DP).xlsx,Chevron now Ithaca,26,,72102,"['GRAYLOC PURCHASED PART, ANTI-CORROSION SEAL, FOR SIZE G GRAYLOC CLAMPS ']",4.0,[],[],"GRAYLOC PURCHASED PART, ANTI-CORROSION SEAL, FOR SIZE G GRAYLOC CLAMPS ",,,48,,,,,,,,,,-0.8461529043864291,26.00001335144043,104.0000534057617,0.0,0.0,26.00001335144043,104.0000534057617,48.000000162847684
420,Repair Spares CM- Rev 00 (DP).xlsx,Chevron now Ithaca,27,,H130151-27,"['RING-SEAL,BNT, 6.937 ID,410SS NACE,MOS2 COATED ']",1.0,[],[],"RING-SEAL,BNT, 6.937 ID,410SS NACE,MOS2 COATED ",,,135.6,,,,,,,,,,0.4999997639991421,271.1998596191406,271.1998596191406,0.0,0.0,271.1998596191406,271.1998596191406,135.59999381296987
421,Repair Spares CM- Rev 00 (DP).xlsx,Chevron now Ithaca,28,,199860-28,"['SEAL, T ,ROD, 2.500 OD 2.125 ID .188 CS, NITRILE SEAL/NYLON BACK-UPS ']",1.0,[],[],"SEAL, T ,ROD, 2.500 OD 2.125 ID .188 CS, NITRILE SEAL/NYLON BACK-UPS ",,,4.17,,,,,,,,,,0.7499981867269411,16.67987823486328,16.67987823486328,0.0,0.0,16.67987823486328,16.67987823486328,4.16999980388965
422,Repair Spares CM- Rev 00 (DP).xlsx,Chevron now Ithaca,29,,195000-233,"['O-RING, AS568A-233, 2.859 (NOM 2-7/8) ID, 0.139 (NOM 1/8) CS, MATERIAL PER VGS5.1010.1.1, NITRILE (NBR), 70 DURO A, API 6A, ISO 10423, API17D, PSL1-3 ']",1.0,[],[],"O-RING, AS568A-233, 2.859 (NOM 2-7/8) ID, 0.139 (NOM 1/8) CS, MATERIAL PER VGS5.1010.1.1, NITRILE (NBR), 70 DURO A, API 6A, ISO 10423, API17D, PSL1-3 ",,,0.33,,,,,,,,,,0.9175081504761374,4.00039529800415,4.00039529800415,0.0,0.0,4.00039529800415,4.00039529800415,0.33000000695892573
423,Repair Spares CM- Rev 00 (DP).xlsx,Chevron now Ithaca,30,,A133193-1,"['VALVE PART,VG-300,SHIM, 5.125, 5000 PSI MWP,CS, 0.015 THK,CH-48 ACTUATED THIS BOM IS TO BE READ IN CONJUNCTION WITH DRWG NOA133190 ']",2.0,[],[],"VALVE PART,VG-300,SHIM, 5.125, 5000 PSI MWP,CS, 0.015 THK,CH-48 ACTUATED THIS BOM IS TO BE READ IN CONJUNCTION WITH DRWG NOA133190 ",,,40,,,,,,,,,,0.6666666285298488,119.9999847412109,239.9999694824219,0.0,0.0,119.9999847412109,239.9999694824219,39.99999949015452
424,Repair Spares CM- Rev 00 (DP).xlsx,Chevron now Ithaca,31,,A133193-2,"['VALVE PART,VG-300,SHIM, 5.125, 5000 PSI MWP,CS, 0.031 THK,CH-48 ACTUATED THIS BOM IS TO BE READ IN CONJUNCTION WITH DRWG NOA133190 ']",1.0,[],[],"VALVE PART,VG-300,SHIM, 5.125, 5000 PSI MWP,CS, 0.031 THK,CH-48 ACTUATED THIS BOM IS TO BE READ IN CONJUNCTION WITH DRWG NOA133190 ",,,30,,,,,,,,,,0.6666666285298488,89.99999237060547,89.99999237060547,0.0,0.0,89.99999237060547,89.99999237060547,30.000000889181806
425,Repair Spares CM- Rev 00 (DP).xlsx,Chevron now Ithaca,32,,A133193-3,"['VALVE PART,VG-300,SHIM, 5.125, 5000 PSI MWP,CS, 0.062 THK,CH-48 ACTUATED THIS BOM IS TO BE READ IN CONJUNCTION WITH DRWG NOA133190 ']",1.0,[],[],"VALVE PART,VG-300,SHIM, 5.125, 5000 PSI MWP,CS, 0.062 THK,CH-48 ACTUATED THIS BOM IS TO BE READ IN CONJUNCTION WITH DRWG NOA133190 ",,,30,,,,,,,,,,0.6666666285298488,89.99999237060547,89.99999237060547,0.0,0.0,89.99999237060547,89.99999237060547,30.000000889181806
426,Repair Spares CM- Rev 00 (DP).xlsx,Chevron now Ithaca,33,,A133193-4,"['VALVE PART,VG-300,SHIM, 5.125, 5000 PSI MWP,CS, 0.125 THK,CH-48 ACTUATED THIS BOM IS TO BE READ IN CONJUNCTION WITH DRWG NOA133190 ']",1.0,[],[],"VALVE PART,VG-300,SHIM, 5.125, 5000 PSI MWP,CS, 0.125 THK,CH-48 ACTUATED THIS BOM IS TO BE READ IN CONJUNCTION WITH DRWG NOA133190 ",,,30,,,,,,,,,,0.6666666285298488,89.99999237060547,89.99999237060547,0.0,0.0,89.99999237060547,89.99999237060547,30.000000889181806
427,Repair Spares CM- Rev 00 (DP).xlsx,Chevron now Ithaca,34,,A133193-5,"['VALVE PART,VG-300,SHIM, 5.125, 5000 PSI MWP,CS, 0.250 THK,CH-48 ACTUATED THIS BOM IS TO BE READ IN CONJUNCTION WITH DRWG NOA133190 ']",1.0,[],[],"VALVE PART,VG-300,SHIM, 5.125, 5000 PSI MWP,CS, 0.250 THK,CH-48 ACTUATED THIS BOM IS TO BE READ IN CONJUNCTION WITH DRWG NOA133190 ",,,30,,,,,,,,,,0.6666666285298488,89.99999237060547,89.99999237060547,0.0,0.0,89.99999237060547,89.99999237060547,30.000000889181806
428,Repair Spares CM- Rev 00 (DP).xlsx,Chevron now Ithaca,35,,195000-250,"['O-RING, AS568A-250, 4.984 (NOM 5) ID, 0.139 (NOM 1/8) CS, MATERIAL PER VGS5.1010.1.1, NITRILE (NBR), 70 DURO A, API 6A, ISO 10423, API17D, PSL1-3 ']",2.0,[],[],"O-RING, AS568A-250, 4.984 (NOM 5) ID, 0.139 (NOM 1/8) CS, MATERIAL PER VGS5.1010.1.1, NITRILE (NBR), 70 DURO A, API 6A, ISO 10423, API17D, PSL1-3 ",,,0.63,,,,,,,,,,0.9299991262195139,8.999887466430664,17.99977493286133,0.0,0.0,8.999887466430664,17.99977493286133,0.629999986576192
429,Repair Spares CM- Rev 00 (DP).xlsx,Chevron now Ithaca,36,,193521-1,"['VALVE PART,RELIEF FITTING, .125 NPT,LEAKPROOF. ']",1.0,[],[],"VALVE PART,RELIEF FITTING, .125 NPT,LEAKPROOF. ",,,21.75,,,,,,,,,,0.6249989072295014,57.99983215332031,57.99983215332031,0.0,0.0,57.99983215332031,57.99983215332031,21.750000438000622
430,Repair Spares CM- Rev 00 (DP).xlsx,Chevron now Ithaca,37,,157959,"['INJECTION FITTING, GREASE, 1/2 LP, 5/10M, 660SS,W/ BALL CHECK VALVE, SPECIAL F/ NORWAY ']",1.0,[],[],"INJECTION FITTING, GREASE, 1/2 LP, 5/10M, 660SS,W/ BALL CHECK VALVE, SPECIAL F/ NORWAY ",,,288,,,,,,,,,,0.726495726103574,1053.0,1053.0,0.0,0.0,1053.0,1053.0,288.0000004129365
431,Repair Spares CM- Rev 00 (DP).xlsx,Chevron now Ithaca,38,,193474-112,"['O-RING, AS568A-112, 0.487 (NOM 1/2) ID, 0.103 (NOM3/32) CS, MATERIAL PER VGS5.1012.1.1, FLUOROELASTOMER, 75 DURO A, API 6A, API 17D, PSL1-3 ']",1.0,[],[],"O-RING, AS568A-112, 0.487 (NOM 1/2) ID, 0.103 (NOM3/32) CS, MATERIAL PER VGS5.1012.1.1, FLUOROELASTOMER, 75 DURO A, API 6A, API 17D, PSL1-3 ",,,0.22,,,,,,,,,,0.7501429150367744,0.8805033564567566,0.8805033564567566,0.0,0.0,0.8805033564567566,0.8805033564567566,0.2200000019446211
432,Repair Spares CM- Rev 00 (DP).xlsx,Chevron now Ithaca,39,,H133602-2,"['MISCELLANEOUS, CAVITY RELIEF VALVE, ARR F/ MODELVG-300FRS 5000 PSI GATE VALVE CERTIFIED TO API 6FC, FF NACE COMPLIANT ']",1.0,[],[],"MISCELLANEOUS, CAVITY RELIEF VALVE, ARR F/ MODELVG-300FRS 5000 PSI GATE VALVE CERTIFIED TO API 6FC, FF NACE COMPLIANT ",,,537.6,,,,,,,,,,0.499999763999142,1075.199462890625,1075.199462890625,0.0,0.0,1075.199462890625,1075.199462890625,537.5999851933083
433,Repair Spares CM- Rev 00 (DP).xlsx,Chevron now Ithaca,40,,195040-340,"['SCREW,SET,SOCKET, .625-11 X .875 LG,UNRC-3A, FLAT PT,630 SS NACE ']",1.0,[],[],"SCREW,SET,SOCKET, .625-11 X .875 LG,UNRC-3A, FLAT PT,630 SS NACE ",,,162,,,,,,,,,,0.499999763999142,323.9998474121094,323.9998474121094,0.0,0.0,323.9998474121094,323.9998474121094,162.00000017029666
434,Repair Spares CM- Rev 00 (DP).xlsx,Chevron now Ithaca,41,,H300411-20,"['STUD W/ONE NUT, TAP END,PER VGS2.4.13, 1.375-8UNR-2A X 1.375-8UNR-2A, 8.250 LG, STUD MATERIAL PER ASTM A193 GRB7M, NUT MATERIAL PER ASTM A194 GR2HM, COATING PER VGS6.2.12.3, ASTM B633 ']",8.0,[],[],"STUD W/ONE NUT, TAP END,PER VGS2.4.13, 1.375-8UNR-2A X 1.375-8UNR-2A, 8.250 LG, STUD MATERIAL PER ASTM A193 GRB7M, NUT MATERIAL PER ASTM A194 GR2HM, COATING PER VGS6.2.12.3, ASTM B633 ",,,68.37599999999999,,,,,,,,,,0.6666698785180912,205.1299743652344,1641.039794921875,0.0,0.0,205.1299743652344,1641.039794921875,68.37599927474442
435,Repair Spares CM- Rev 00 (DP).xlsx,Chevron now Ithaca,42,,H301101-1,"['SPRING,COMP COIL, .250 OD X .048 WIRE, 1.250 LGTH,ELGILOY NACE,RC-60 MAX,ENDS CLOSED & GROUND 20 LBS LOAD @ 1.00 WORK HEIGTH ']",8.0,[],[],"SPRING,COMP COIL, .250 OD X .048 WIRE, 1.250 LGTH,ELGILOY NACE,RC-60 MAX,ENDS CLOSED & GROUND 20 LBS LOAD @ 1.00 WORK HEIGTH ",,,15.48,,,,,,,,,,0.6666666285298488,46.43999481201172,371.5199584960938,0.0,0.0,46.43999481201172,371.5199584960938,15.480000041744196
436,Repair Spares CM- Rev 00 (DP).xlsx,Chevron now Ithaca,43,,H133530-12,"['VALVE PART,SEAT SEAL ASSY,SSV-Q, 5-1/8 5000 PSI MSP,VG-300,PER VGS9.12.4 ']",2.0,[],[],"VALVE PART,SEAT SEAL ASSY,SSV-Q, 5-1/8 5000 PSI MSP,VG-300,PER VGS9.12.4 ",,,216.98,,,,,,,,,,0.499999763999142,433.9598083496094,867.9196166992188,0.0,0.0,433.9598083496094,867.9196166992188,216.98000658969178
437,Repair Spares CM- Rev 00 (DP).xlsx,Chevron now Ithaca,44,,H130151-27,"['RING-SEAL,BNT, 6.937 ID,410SS NACE,MOS2 COATED  ']",1.0,[],[],"RING-SEAL,BNT, 6.937 ID,410SS NACE,MOS2 COATED  ",,,135.6,,,,,,,,,,0.4999997639991421,271.1998596191406,271.1998596191406,0.0,0.0,271.1998596191406,271.1998596191406,135.59999381296987
438,Repair Spares CM- Rev 00 (DP).xlsx,Chevron now Ithaca,45,,H130465-2,"['NAMEPLATE,VALVE ASSEMBLY,API 6A SSV OR USV 1.750 X 4.500,304SS ']",1.0,[],[],"NAMEPLATE,VALVE ASSEMBLY,API 6A SSV OR USV 1.750 X 4.500,304SS ",,,11.52,,,,,,,,,,0.6666666285298489,34.55999755859375,34.55999755859375,0.0,0.0,34.55999755859375,34.55999755859375,11.520000504206244
439,Repair Spares CM- Rev 00 (DP).xlsx,Chevron now Ithaca,46,,"H130465-2, replacewithA130076-1","['NAMEPLATE,VALVE ASSEMBLY,API 6A SSV OR USV 1.750 X 4.500,304SS ']",1.0,[],[],"NAMEPLATE,VALVE ASSEMBLY,API 6A SSV OR USV 1.750 X 4.500,304SS ",,,11.52,,,,,,,,,,0.6666666285298489,34.55999755859375,34.55999755859375,0.0,0.0,34.55999755859375,34.55999755859375,11.520000504206244
440,Repair Spares CM- Rev 00 (DP).xlsx,Chevron now Ithaca,47,,H130893-5,"['VALVE PART,THRUST PIN,VG-300, 1-1/4 STEM, 4140,5160,6150 STEEL,RC 43-48, .625 X 2-5/8 LG  ']",1.0,[],[],"VALVE PART,THRUST PIN,VG-300, 1-1/4 STEM, 4140,5160,6150 STEEL,RC 43-48, .625 X 2-5/8 LG  ",,,44,,,,,,,,,,0.6666666285298488,131.9999847412109,131.9999847412109,0.0,0.0,131.9999847412109,131.9999847412109,43.99999994779635
441,Repair Spares CM- Rev 00 (DP).xlsx,Chevron now Ithaca,48,,H130894-5,"['VALVE PART,SHEAR PIN,VG-300, 1-1/4 STEM, .312 OD,LOW ALLOY OR CS, YIELD STR(48,000-70,000),ULT TENSILE (MIN. 65,000) ']",1.0,[],[],"VALVE PART,SHEAR PIN,VG-300, 1-1/4 STEM, .312 OD,LOW ALLOY OR CS, YIELD STR(48,000-70,000),ULT TENSILE (MIN. 65,000) ",,,140,,,,,,,,,,0.499999763999142,279.9998779296875,279.9998779296875,0.0,0.0,279.9998779296875,279.9998779296875,140.00000504505516
442,Repair Spares CM- Rev 00 (DP).xlsx,Chevron now Ithaca,49,,H130895-4,"['VALVE PART,INSTRUCTION PLATE, 1-1/4 STEM, MODEL VG-300,18-8SS ']",1.0,[],[],"VALVE PART,INSTRUCTION PLATE, 1-1/4 STEM, MODEL VG-300,18-8SS ",,,4.9,,,,,,,,,,0.7421050667097623,18.99998474121094,18.99998474121094,0.0,0.0,18.99998474121094,18.99998474121094,4.89999979735013
443,Repair Spares CM- Rev 00 (DP).xlsx,Chevron now Ithaca,50,,H130896-5,"['VALVE PART,STEM,BUSHING,F/1-1/4 STEM,VIRGIN PEEK PER VGS 5.2053.1.1. ']",1.0,[],[],"VALVE PART,STEM,BUSHING,F/1-1/4 STEM,VIRGIN PEEK PER VGS 5.2053.1.1. ",,,26.86,,,,,,,,,,0.6666666285298488,80.57999420166016,80.57999420166016,0.0,0.0,80.57999420166016,80.57999420166016,26.860001140284613
